Search_Term,Video_URL,Video_Title,Channel_Name,Total_Subscribers,Total_Views,Total_Likes,Total_Dislikes,Total_Comments,Video_Description,Total_times_User_added_to_favorites,Video_Length,Video_Category,Video_Tags,Age_Restrictions,License,Captions_Available,search_term_video_url,domain,Relevant,Owner,Comments
Creating a supportive work environment,https://www.youtube.com/watch?v=eYLb7WUtYt8,How to start changing an unhealthy work environment | Glenn D. Rolfsen | TEDxOslo,TEDx Talks,unknown,1516327,19813,0,778,"Do you think backbiting is happening at your workplace or place of study?
Glenn Rolfsen's talk is about what contributes to a toxic work environment and what the significant factors are that determine our working life quality. His approach addresses how to achieve a permanent end to slander and bullying among adults in the workplace.

Glenn D. Rolfsen is a psychotherapist working in corporate health service in Oslo. He has also worked as a teacher to educate gestalt therapists in Norway and several European countries. He is particularly concerned with the psychosocial work environment in enterprises. As corporate counsel and leadership consultant, he works daily to improve working life quality for employees.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",0,0:08:32,Nonprofits & Activism,"['TEDxTalks', 'English', 'Norway', 'Health', 'Bullying', 'Culture', 'Environment', 'Work']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=eYLb7WUtYt8,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=2y8SA6cLUys,3 ways to create a work culture that brings out the best in employees | Chris White | TEDxAtlanta,TEDx Talks,unknown,773205,7210,0,153,"Chris White leads the University of Michigan’s Center for Positive Organizations. Through ground-breaking research, educational programs and organizational partnerships, the center helps leaders build high-performing organizations that bring out the best in people. 

Chris’ work has been featured by CBS, Fast Company, Forbes Inc., and Talent Management Magazine. He is the recipient of the Ideas Worth Teaching Award for excellence in business education from The Aspen Institute, and co-authored “Changing Your Company from the Inside Out,” published by the Harvard Business Review Press. Chris’ passion lies in helping leaders build high-performing organizations that bring out the best in people. 

He leads the University of Michigan’s Center for Positive Organizations which works toward this goal through ground-breaking research, educational programs, and organizational partnerships.

Chris’ work has been featured by CBS, Fast Company, Forbes, Inc., and Talent Management Magazine and is the recipient of the Ideas Worth Teaching Award for excellence in business education from The Aspen Institute. He is co-author of “Changing Your Company from the Inside Out” published by the Harvard Business Review Press. 

Chris holds a Master of Business Administration the University of Michigan’s Ross School of Business. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,0:12:39,Nonprofits & Activism,"['TEDxTalks', 'English', 'Business', 'Behavior', 'Communication', 'Culture', 'Ideas', 'Leadership', 'Productivity', 'Relationships', 'Work']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=2y8SA6cLUys,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=Da5PNfG9Ezk,The Secret to Building a Healthy & Happy Workplace | Wolter Smit | TEDxBrighton,TEDx Talks,unknown,125263,1339,0,31,"Wolter passionately discusses the importance of how you hire great staff. But then also asks; what do you do once you have found them? How do you really bring to life company principles like freedom, trust and responsibility? How do you make sure your company is empowering your employees and providing a work environment where they feel cared about?

These are the questions and challenges Wolter has come up against time and time again. This year at TEDxBrighton, Wolter will walk you through his journey and share his secrets to building a happy and healthy workplace.

Wolter Smit is co-founder and CEO of TOPdesk. Wolter is has been widely recognised for his achievements as an entrepreneur and his approach to employee satisfaction.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",0,0:12:36,Nonprofits & Activism,"['TEDxTalks', 'English', 'United Kingdom', 'Business', 'Behavorial economics', 'Career', 'Ethics', 'Happiness', 'Psychology']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=Da5PNfG9Ezk,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=_akanzNG30g,Positive Workplace Culture,Kineo Courses,unknown,98072,478,0,8,"This course has been developed to provide an awareness of what a positive workplace culture is, as well as how to proactively identify and reduce risks that negatively impact on workplace culture.",0,0:01:06,People & Blogs,"['workplace', 'work culture']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=_akanzNG30g,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=6gShlIrQVD0,Creating a Positive Work Environment,Playworks Team Building,unknown,67861,244,0,4,Watch how to boost team morale and fix disengaged employees in your organization!,0,0:01:23,Travel & Events,"['team building', 'employee engagement', 'employee morale', 'team building in the philippines', 'team building company', 'team building facilitator', 'teambuilding']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=6gShlIrQVD0,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=RDIS1q1daI4,How Can We Create Safe And Supportive Learning Environments?,EliteBehaviorMedia,1180,26420,91,0,0,"Educator and Communicator Kimberly Moffett, Ph.D., speaks to how schools can develop a safe and engaged learning community. For more information, visit us at http://www.elitebehavior.com.",0,0:02:06,Education,"['Elite Behavior Analysis', 'Applied Behavior Analysis', 'Autism', ""Asperger's"", 'Behavior', 'Behavior Analyst', 'Developmental Disability', 'Intellectual Disability', 'School', 'Student', 'Teacher', 'Administrator', 'Child', 'Adult', 'Parent', 'Family', 'Home', 'Bullying', 'Aggressive', 'Defiant', 'Positive Reinforcement', 'Skill Deficit', 'Work', 'Replacement', 'Science', 'ABA', 'DIDD', 'IDEA', 'Company', 'Change', 'Lives']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=RDIS1q1daI4,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=EN_kl-sw7cc,How to Create a Positive Work Environment | Dr. Danny Brassell,Danny Brassell,unknown,23738,1,0,0,"Frustrated by a toxic work environment? Do you want to energize your next event? Are you in search of a speaker who can inspire you and your people to take action? 

Laugh and learn with Dr. Danny Brassell. 

If you want a keynote speaker who goes the extra mile – going to great lengths to being the easiest and most accommodating speaker you have ever worked with, contact Danny today to see how he will HELP YOU make your next event extraordinary. Your satisfaction is guaranteed, and your attendees will thank you and become raving fans. 

Visit DannyBrassell.com/contact/ to REQUEST DANNY TODAY!

Want To Get Your Free Book, Filled With Inspirational Stories, Quotes and Book Recommendations? Simply Go To: https://freeGIFTfromDANNY.com 

What can Danny do for you? Comment below. ________________________________________________________________________ 
👇 SUBSCRIBE TO DR. DANNY'S YOUTUBE CHANNEL NOW 👇 
https://www.youtube.com/dannybrassell?sub_confirmation=1 

💯 UNLOCK The Research-Based, Parent & Teacher-Proven Strategies to Transform Struggling & Reluctant Readers into More Passionate & Proficient Readers: https://tinyurl.com/theREADINGhabit 💯 

Check out these Top Trending Videos – 
🎯 1.) Maintaining Perspective - https://tinyurl.com/PERSPECTIVEstory 

📚 2.) Making Reading Fun - https://tinyurl.com/readingMAKEOVER 

😁 3.) Bringing JOY Back into Education - https://tinyurl.com/bringbackJOY 

🎤 4.) Looking to Laugh & Learn - https://tinyurl.com/funnyspeaker

Affectionately known as “Jim Carrey with a Ph.D.,” Dr. Danny Brassell has held a variety of titles and worked with leaders from a variety of fields and disciplines, but he has always considered himself first and foremost a teacher, as he began his career teaching in the inner city.

He is a best-selling author of 16 books, including LEADERSHIP BEGINS WITH MOTIVATION and THE READING MAKEOVER, based on his popular TEDx talk. 

For the past 25 years he has also been a lecturer and professor at a number of universities, including his current position as a faculty advisor for the CalStateTEACH program and distinguished visiting professor at the American University of Cairo. 

A gregarious, sought-after author, speaker and business consultant, Danny is a recognized authority on leadership development, reading, motivation and communication skills and the co-creator of www.theREADINGhabit.com, the world’s top reading engagement program. 

His popular 1-on-1 and small-group public speaking coaching (www.speakingBREAKTHROUGH.com) helps clients transform jitters and foggy messaging into clear, inspiring and authoritative presentations.

Thousands, from school districts to businesses to association conferences, have enjoyed his energetic, interactive and informative presentations. He has spoken to over 3,500 different audiences worldwide.

And as “America’s Leading Reading Ambassador,” Dr. Danny has spread his passion for reading, from his work as chairman and board member of various literacy non-profits to managing www.lazyreaders.com, one of Google’s top-ranked sites for cool, short book recommendations for all ages. 

His mission is to bring joy back into education and the workplace – and his energy is contagious.

If you want to laugh, learn and lead, then learn from Dr. Danny. Subscribe to his channel now. 

★☆★ CONNECT WITH DR. DANNY ON SOCIAL MEDIA ★☆★ 
YouTube: https://www.youtube.com/DannyBrassell 
Website: https://www.DannyBrassell.com
LinkedIn: https://www.linkedin.com/in/DannyBrassell
Instagram: https://www.instagram.com/realDannyBrassell
Facebook: https://www.facebook.com/DannyBrassell 
Twitter: https://twitter.com/DannyBrassell 

🎤 BOOK DR. DANNY TO SPEAK AT YOUR NEXT EVENT: 
Phone: (310) 872-9089 
Email: Nicole Green (Booking Assistant), Nicole@DannyBrassell.com
or visit DannyBrassell.com/contact/ to REQUEST DANNY TODAY!

https://youtu.be/EN_kl-sw7cc 
https://youtu.be/EN_kl-sw7cc 

MUSIC: http://www.bensound.com/royalty-free-music",0,0:01:43,Education,"['positive work environment', 'Team-Building', 'Excellent Customer Service', 'Joyful Work Environment', 'Employee Retention', 'Engagement', 'Avoiding Work Burnout', 'Motivational speaker', 'Danny Brassell', 'customer service', 'servant leadership', 'Zig Ziglar', 'Ken Blanchard']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=EN_kl-sw7cc,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=AfrDJLkK59M,How to Improve Company Culture - 8 Tips That Work by JB Kellogg,Marketing 360,unknown,21520,279,0,19,"8 tips to build a strong company culture by Glassdoor's #1 best place to work -
https://www.madwire.com/

Tips Discussed in Video:
1) Have a motto and a mission
2) Listen to feedback and make changes fast
3) Hire positive minded people
4) Show the team you care, treat them well, don't just highlight the bad..celebrate the good
5) Do consistent employee reviews
6) Ask for reviews on Glassdoor! Comment on reviews
7) Set high goals
8) Be transparent 

--- 

Presented by: JB Kellogg

JB Kellogg is the Co-Founder & Co-CEO of Madwire®. Madwire's brands Marketing 360® and Top Rated Local® are popular platforms used to help small businesses grow. Madwire was founded in 2009 and has since grown to nearly 1,000 people and over 100MM in annual revenue. JB & Co-CEO Joe Kellogg were recognized as Glassdoor's Highest Rated CEOs for 3 consecutive years (#1 overall in 2016). JB is passionate about small business marketing, leadership, sales, team culture and more and often shares the tips, tricks and strategies he's learned in life and while growing Madwire. 

JB Kellogg on LinkedIn:
https://www.linkedin.com/in/jb-kellogg-8567a029/

---

Marketing 360® is the #1 Marketing Platform® for Small Business. It has everything you need from design, to marketing, to CRM. Powered by Madwire® - voted one of the Nation's Best Places to Work by Glassdoor in 2016 & 2017! 

Follow Us:

Marketing 360® Website: https://www.marketing360.com/
Madwire® Website: https://www.madwire.com/
Facebook: https://www.facebook.com/marketing360/
Instagram: https://www.instagram.com/marketing360
Twitter: https://twitter.com/marketing360
Pinterest: https://www.pinterest.com/marketing360/
Snapchat: https://www.snapchat.com/add/fuelyourbrand
Youtube: https://www.youtube.com/marketing360",0,0:05:55,Science & Technology,"['company culture', 'how to improve company culture', 'marketing 360', 'madwire', 'jb kellogg']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=AfrDJLkK59M,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=ZMi5D-JnKmQ,How WeWork Creates A Positive Work Environment | WeWork,WeWork,unknown,19583,71,0,0,Join the community at https://www.wework.com/.,0,0:00:54,Entertainment,"['amenities', 'wework', 'office', 'coworking', 'benefits', 'cool space']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=ZMi5D-JnKmQ,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=wbXxhuraJsE,Creating Inclusive Workplaces for All | Catarina Rivera | TEDxRolandPark,TEDx Talks,unknown,16134,266,0,32,"Work isn’t working for all of us. In this powerful talk, Catarina Rivera tells us why employers and leaders have a lot of disabled employees they don’t know about, and shares how to make workplaces better for everyone by prioritizing disability inclusion. You’ll also learn 3 free and simple best practices for inclusion you can build into your culture right now. Catarina is a dynamic public speaker, DEI consultant, and content creator (@BlindishLatina). She works with companies and organizations to improve disability awareness, inclusion, and accessibility. As a disabled Latine woman, she is passionate about sharing her own unique story to help build a more inclusive world. Catarina has been featured in Thrive Global, Nasdaq, Authority Magazine, and as one of HonestCulture's Top 21 DEI Influencers.
 
To learn more about Catarina’s work + access free resources, visit: https://www.catarinarivera.com This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,0:11:19,Nonprofits & Activism,"['Business', 'Disability', 'Diversity', 'English', 'TEDxTalks', 'Work', 'Workplace', '[TEDxEID:48748]']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=wbXxhuraJsE,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=n23hD8TKuoQ,6.1 How to Build a Positive Work Environment - The Why of Work,The RBL Group,unknown,14970,53,0,0,"Dave and Wendy talk about the importance of positive work environments and the 10 elements to focus on in building a positive work environment.

In their book, The Why of Work, world-acclaimed leadership expert David Ulrich teams up with clinical psychologist Wendy Ulrich to explore the ""why"" of work—the common driving force behind every successful organization. Once you learn how to harness this force, you can:

*MAKE MEANING in the workplace—to bring out the best in everyone.
*CREATE VALUE for your employees, your customers, your company, and yourself.
*BUILD HOPE for the future by building ""the abundant organization.""

The Ulrichs' unique step-by-step system combines proven professional techniques and sharp psychological insights to bring new meaning to our work and its impact on the world outside the workplace. Filled with revealing questionnaires, checklists, interviews, and case studies, it's all you need to fully engage your team in the most challenging times—and to create a renewed sense of purpose, a sustainable source of commitment, and an environment that encourages and supports outstanding performance.

For more information, visit http://www.thewhyofwork.com.",0,0:04:18,Education,"['Dave Ulrich', 'Leadership', 'Norm Smallwood', 'RBL Group', 'RBL', 'HR', 'Human Resources', 'Execution', 'Transformation', 'Leadership Code', 'Leadership Brand', 'Results Based Leadership', 'Business', 'Training', 'Management Consulting', 'The Why of Work', 'Wendy Ulrich', 'Engagement', 'Abundant Organization']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=n23hD8TKuoQ,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=6kwUDt42bvs,Create a Positive Workplace Culture with Gratitude and Teamwork,BuddSafety,unknown,6407,57,0,4,"https://www.buddgroup.com/

This video shows the difference in workplace efficiency and atmosphere between an office with and without gratitude and teamwork in the workplace. Showing gratitude and teamwork help in creating a positive workplace culture. 

The Budd Group strives to be a God-honoring company of excellence that safely delivers services in janitorial, maintenance, and landscaping; offers development opportunities for their employees; and contributes to their community.",0,0:05:52,People & Blogs,"['Gratitude', 'teamwork', 'teamwork in the workplace', 'positivity in the workplace', 'positive workplace culture', 'workplace efficiency', 'The Budd Group', 'Nashville', 'Tennessee']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=6kwUDt42bvs,Depersonalization,Yes,Akash,
Creating a supportive work environment,https://www.youtube.com/watch?v=38ffZGA9K-4,Creating a POSITIVE Work Environment,Theo Gilbert-Jamison,unknown,6265,49,0,1,"In this video, Theo covers strategies, tips, and best practices for “Creating a Positive Work Environment – and its impact in increasing employee engagement, customer loyalty, and profitability. If you are interested in learning more about Theo Gilbert-Jamison, her training workshops and other resource tools - visit our website at www.psbydesign.com or contact us at info@psbydesign.com. It would be our pleasure to work with you! 

This video includes the following topics: 
0:36  - Why is it Important?
1:49  - The Characteristics of a Positive Work Environment
3:32  - The Business Impact of a Positive Work Environment
5:56  - Your Role in Creating a Positive Work Environment
7:03  - Linking Employee Recognition to a Positive Work Environment

To get more Daily Team Huddle Topic ideas, tips, and best practices on my new channel and please subscribe - https://www.youtube.com/channel/UC8t4trMyaenYmxH9l7hkMuQ",0,0:08:43,Howto & Style,"['theo gilbert-jamison', 'performance solutions by design', 'customer experience training', 'employee engagement training', 'customer service', 'service excellence', 'how to create a positive work envirnoment', 'what are the characteristics of a positive work environment', 'the benefits of a positive work environment']",,youtube,,Creating a supportive work environment_https://www.youtube.com/watch?v=38ffZGA9K-4,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=pi86Nr9Mdms,Simon Sinek - Understanding Empathy,Justin McClung,unknown,1757553,26928,0,467,"A snippet form a recent Simon Sinek keynote, https://www.youtube.com/watch?v=RyTQ5-SQYTo.",0,0:22:09,People & Blogs,"['sinek', 'culture', 'empathy']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=pi86Nr9Mdms,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=UzPMMSKfKZQ,The Importance of Empathy,Lifehacker,473000,1144405,11557,0,364,"Try to understand how other people experience the world.

Read more: lifehac.kr/C2ePfNa 

Lifehacker: Tips and downloads for getting things done.
http://lifehacker.com/",0,0:03:31,Howto & Style,"['Lifehacker', 'Gawker Media', 'life hacks', 'how to', 'empathy', 'emotional intelligence', 'advice']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=UzPMMSKfKZQ,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=1E39jpNN9eQ,Empathy - A Short Film,Muniba Irfan,unknown,356360,3397,0,83,"A short film on Empathy.

Shot & Edited by:
Muniba Irfan",0,0:02:17,People & Blogs,"['empathy', 'care', 'supporting', 'caring', 'kindness', 'gratitude']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=1E39jpNN9eQ,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=8Yrmopm5Npc,How can leaders learn empathy? | Q+A,Simon Sinek,unknown,121479,3013,0,66,"What got us here will not get us there.

We have to abandon the theories of the 80's and 90's and start putting our people's needs first. 

+ + +

Simon is an unshakable optimist who believes in a bright future and our ability to build it together. Described as “a visionary thinker with a rare intellect,” Simon teaches leaders and organizations how to inspire people. With a bold goal to help build a world in which the vast majority of people wake up every single day feeling inspired, feel safe at work, and feel fulfilled at the end of the day, Simon is leading a movement to inspire people to do the things that inspire them. Simon is the author of multiple best-selling books including Start With Why, Leaders Eat Last, Together is Better, and Find Your Why. His new book, The Infinite Game, will be released in 2019.

Simon’s WHY: To inspire people to do the things that inspire them so that, together, each of us can change our world for the better.

+ + +

Website: http://simonsinek.com/
Instagram: https://instagram.com/simonsinek/
Linkedin: https://linkedin.com/in/simonsinek/
Twitter: https://twitter.com/simonsinek
Facebook: https://www.facebook.com/simonsinek

Simon’s books:
The Infinite Game: https://simonsinek.com/product/the-infinite-game/
Start With Why: https://simonsinek.com/product/start-with-why/
Find Your Why: https://simonsinek.com/product/find-your-why/
Leaders Eat Last: https://simonsinek.com/product/leaders-eat-last/
Together is Better: https://simonsinek.com/product/together-is-better/",0,0:06:07,People & Blogs,"['simon sinek', 'sinek simon', 'sinek', 'start with why', 'the why', 'inspiration', 'motivation', 'find purpose', 'find why', 'leader', 'leadership', 'job', 'career', 'how to', 'learn to lead']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=8Yrmopm5Npc,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=c_XZ36b_aDI,Leaders practice empathy,Simon Sinek,unknown,103951,2628,0,53,"Empathy is the most important instrument in a leader’s toolbox.

The daily practice of putting the well-being of others first has a compounding and reciprocal effect in relationships, in friendships, in the way we treat our clients and our colleagues. #learntolead",0,0:01:15,People & Blogs,"['simon sinek', 'sinek', 'leadership', 'purpose', 'inspire', 'inspiration', 'career', 'personal development', 'professional development', 'marketing', 'leader', 'leaders eat last', 'sales', 'manager', 'management', 'good leader', 'team', 'how to lead', 'learn to lead', 'empathy']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=c_XZ36b_aDI,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=8tyFJTtzYtY,Communicate with Empathy,Communication Coach Alexander Lyon,unknown,101900,2081,0,144,"Learn how can you communicate with empathy, compassion, and impact and hear examples of communicating with empathy in my drive-through experience at McDonald's. Free Download pdf Quick Guide to Professional Communication Skills: https://www.alexanderlyon.com/free-resources

.



Communication Coach, this channel, helps rising leaders like you increase your impact and lead your teams with more excellence. The channel focuses on communication skills for leaders, presentation skills, group and team skills, and conversation skills. If you're looking for self-paced communication skills training, this is the channel for you.",0,0:06:50,Education,"['communication training', 'leadership skills', 'communication skills', 'presentation skills', 'communication coach', 'Alex Lyon', 'communicate with empathy', 'communicating with empathy', 'communicate with empathy and compassion', 'empathy vs sympathy', 'brene brown empathy', 'importance of empathy', 'ways to communicate with empathy', 'emotional intelligence', 'empathy (quotation subject)', 'feel comfortable', 'public speaking', 'communicate with compassion', 'communication (industry)']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=8tyFJTtzYtY,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=qjxdU6nvsc4,The Importance of Empathy in the Workplace,KnowledgeAccess,2290,68613,339,0,12,"For the full course - A Practical Guide to Emotional Intelligence in the Workplace go here:
https://www.udemy.com/a-practical-guide-to-emotional-intelligence-in-the-workplace/?couponCode=YOUTUBE-VIDEO

In this short video we explain what empathy is, and why it is important in the workplace.
Empathy is a key pillar of Emotional Intelligence, and the ability to use it is key to a successful and productive workplace.",0,0:03:35,Education,"['Empathy', 'emotional intelligence', 'empathy in the workplace', 'team effectiveness', 'knowledgeaccess', 'social awareness', 'productive relationships', 'workplace relationships', 'conflict in the workplace', 'high performance in the workplace', 'empathy at work']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=qjxdU6nvsc4,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=w13LC6DLMn8,Empathy Exercise,sciencechoreography,183,62084,198,0,5,"An exercise that has students place themselves into the physical stance of another student, with implications for seeing another perspective.  For further information, see http://sciencechoreography.wesleyan.edu/toolbox/ and http://www.danceexchange.org.",0,0:02:34,People & Blogs,"['Wesleyan University', 'Science Choreography', 'Dance Exchange']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=w13LC6DLMn8,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=Lh6qwEsCp7M,POWERFUL lesson on empathy. - Simon Sinek,The Mentor House,unknown,52574,5105,0,59,"Be empathetic towards others. #shorts #motivation #inspiration

Speaker: Simon Sinek",0,0:00:53,People & Blogs,[],,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=Lh6qwEsCp7M,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=P56f8v-DRTY,Developing Empathy - Conscious Discipline Skills,Conscious Discipline,unknown,41411,175,0,6,http://www.ConsciousDiscipline.com,0,0:05:03,Education,"['Empathy', 'Becky', 'Bailey', 'Education', 'Conscious', 'Discipline', 'Behavior', 'Child', 'Children', 'Teacher', 'Care', 'Guidance', 'child', 'psychology', 'kids', 'feelings', 'emotions', 'parenting', 'tips', 'strategies', 'bullying', 'tantrums', 'Childhood', 'Spanking', 'Punishment', 'time', 'out', 'school', 'family', 'social-emotional', 'conflict', 'resolution', 'safety', 'connection', 'problem-solving']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=P56f8v-DRTY,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=o4kKJbceKjo,9 Essential Ways to Develop Empathy,Dr. Les Carter,unknown,36402,1735,0,142,"Empathy is a cornerstone for successful relationships, but it is a quality that has to be intentional. Most people like to feel understood, but the mark of maturity is in knowing how to demonstrate understanding. In the end, the understanding you wish to receive becomes more likely.  Dr. Les Carter shares a story, then 9 essential adjustments that will help you become a more empathetic person.

Dr. Les Carter is a best selling author and therapist who lives in Dallas, TX.  Over the past 39 years he has conducted 60,000 counseling sessions and many workshops and seminars.

Books by Dr. Carter: https://store.bookbaby.com/book/When-Pleasing-You-Is-Killing-Me
https://www.amazon.com/When-Pleasing-You-Killing-Me/dp/1543935125
https://www.amazon.com/Anger-Trap-Yourself-Frustrations-Sabotage/dp/0787968803/ref=pd_bxgy_14_img_3/135-8175419-4769312?_encoding=UTF8&pd_rd_i=0787968803&pd_rd_r=c56ab123-61fb-11e9-9672-417ebf68296c&pd_rd_w=0J1BS&pd_rd_wg=PtQLj&pf_rd_p=a2006322-0bc0-4db9-a08e-d168c18ce6f0&pf_rd_r=GWJJ200C326CCWWR9T4W&psc=1&refRID=GWJJ200C326CCWWR9T4W
https://www.amazon.com/Enough-About-You-Lets-Talk/dp/0470185147/ref=pd_sim_14_3/135-8175419-4769312?_encoding=UTF8&pd_rd_i=0470185147&pd_rd_r=d404ca29-61fb-11e9-a6d1-89beb44619b8&pd_rd_w=DU4d0&pd_rd_wg=AUzZ8&pf_rd_p=90485860-83e9-4fd9-b838-b28a9b7fda30&pf_rd_r=ABEA0P2RQWKKAH3BFPPH&psc=1&refRID=ABEA0P2RQWKKAH3BFPPH

While Dr. Carter does not conduct online counseling, he has vetted a group who can assist you:  https://betterhelp.com/drcarter
(sponsored)

Dr. Carter's online workshops on narcissism, anger management, and overcoming infidelity:  http://drlescarter.com/video-workshops/",0,0:10:56,People & Blogs,"['emapthy', 'Dr. Les Carter', 'relationships', 'counseling', 'narcissism', 'communication', 'mental health', 'self help']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=o4kKJbceKjo,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=NBxivwUuzQM,Developing Empathy as Practice | Stephanie Briggs | TEDxBergenCommunityCollege,TEDx Talks,unknown,29689,651,0,23,"Stephanie Briggs is an Assistant Professor in the English Department at the Community College of Baltimore County in Baltimore, Maryland.  She is the recent recipient of the Center for Contemplative Mind in Society Building Communities grant for “Practical Empowerment: Building Contemplative Communities With Students of Color.” She has fully incorporated arts- and movement-based contemplative practices into her English classes and started a Contemplative Communities Circle group, now in its second year, for faculty and staff that focuses on social justice, compassion, and self-care.  Stephanie Briggs is an Assistant Professor in the English Department at the Community College of Baltimore County in Baltimore, Maryland.  She is the recent recipient of the Center for Contemplative Mind in Society Building Communities grant for “Practical Empowerment: Building Contemplative Communities With Students of Color.” She has fully incorporated arts- and movement-based contemplative practices into her English classes and started a Contemplative Communities Circle group, now in its second year, for faculty and staff that focuses on social justice, compassion, and self-care. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,0:13:11,Nonprofits & Activism,"['TEDxTalks', 'English', 'Humanities', 'Life Development']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=NBxivwUuzQM,Depersonalization,Yes,Akash,
Developing empathy at work,https://www.youtube.com/watch?v=3lwsZL7wj1Q,Empathy at Work,MindToolsVideos,unknown,18891,8,0,0,"To learn more about building empathy at work, read the article that accompanies this video at: https://www.mindtools.com/pages/article/EmpathyatWork.htm?utm_source=youtube&utm_medium=video&utm_campaign=empathyatwork&utm_content=description

Improving your ability to empathize is one of the most effective ways to develop your people skills. It’s essential for effective communication and strong working relationships. 

In this video, we’ll show you five ways to “put yourself in someone else’s shoes” and improve your empathy.

Join the Mind Tools Club today to access the full video.",0,0:00:35,Education,"['communication skills', 'empathy', 'empathy at work']",,youtube,,Developing empathy at work_https://www.youtube.com/watch?v=3lwsZL7wj1Q,Depersonalization,Yes,Akash,
